CustomerID,Mnemonic,Name,Account Officer,Nationality,Residence,Sector,Industry
1000005060,IB1000005060,Rania,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005062,IB1000005062,Kofta,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005064,IB1000005064,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005070,IB1000005070,Todo,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005086,IB1000005086,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005095,IB1000005095,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005104,IB1000005104,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005105,IB1000005105,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005106,IB1000005106,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005108,IB1000005108,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005111,IB1000005111,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005112,IB1000005112,Rania,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005116,IB1000005116,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005123,IB1000005123,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005126,IB1000005126,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005127,IB1000005127,Mostafa,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005131,IB1000005131,Zoan,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005133,IB1000005133,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005136,IB1000005136,Logi,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005140,IB1000005140,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005148,IB1000005148,Rania,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005149,IB1000005149,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005151,IB1000005151,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005156,IB1000005156,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005160,IB1000005160,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005163,IB1000005163,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005165,IB1000005165,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005166,IB1000005166,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005167,IB1000005167,Raniaios,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005168,IB1000005168,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005174,IB1000005174,Finance,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005175,IB1000005175,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005181,IB1000005181,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005197,IB1000005197,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005204,IB1000005204,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005207,IB1000005207,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005216,IB1000005216,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005220,IB1000005220,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005226,IB1000005226,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005228,IB1000005228,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005232,IB1000005232,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005239,IB1000005239,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005240,IB1000005240,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005244,IB1000005244,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005286,IB1000005286,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005287,IB1000005287,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005289,IB1000005289,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005290,IB1000005290,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005291,IB1000005291,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005292,IB1000005292,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005302,IB1000005302,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005313,IB1000005313,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005314,IB1000005314,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005319,IB1000005319,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005321,IB1000005321,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005322,IB1000005322,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005328,IB1000005328,Salad,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005332,IB1000005332,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005342,IB1000005342,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005344,IB1000005344,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005346,IB1000005346,Mohamedhh,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005363,IB1000005363,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005365,IB1000005365,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005367,IB1000005367,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005368,IB1000005368,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005369,IB1000005369,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005397,IB1000005397,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005398,IB1000005398,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005407,IB1000005407,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005408,IB1000005408,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005412,IB1000005412,Mohamegd,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005413,IB1000005413,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005417,IB1000005417,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005420,IB1000005420,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005421,IB1000005421,Oden,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005423,IB1000005423,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005424,IB1000005424,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005426,IB1000005426,Games,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005432,IB1000005432,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005434,IB1000005434,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005435,IB1000005435,Devi,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005436,IB1000005436,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005437,IB1000005437,Mohamedh,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005439,IB1000005439,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005442,IB1000005442,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005443,IB1000005443,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005444,IB1000005444,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005450,IB1000005450,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005451,IB1000005451,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005455,IB1000005455,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005469,IB1000005469,amin,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005471,IB1000005471,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005473,IB1000005473,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005475,IB1000005475,Floor.123,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005481,IB1000005481,Rania,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005482,IB1000005482,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005487,IB1000005487,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005489,IB1000005489,Iphone,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005493,IB1000005493,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005495,IB1000005495,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005496,IB1000005496,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005497,IB1000005497,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005498,IB1000005498,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005500,IB1000005500,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005502,IB1000005502,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005503,IB1000005503,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005506,IB1000005506,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005508,IB1000005508,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005509,IB1000005509,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005511,IB1000005511,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005515,IB1000005515,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005517,IB1000005517,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005518,IB1000005518,Hohos,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005521,IB1000005521,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005523,IB1000005523,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005525,IB1000005525,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005526,IB1000005526,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005530,IB1000005530,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005537,IB1000005537,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005539,IB1000005539,Shirt,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005540,IB1000005540,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005542,IB1000005542,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005544,IB1000005544,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005546,IB1000005546,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005549,IB1000005549,ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005550,IB1000005550,Mohadmed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005552,IB1000005552,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005557,IB1000005557,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005560,IB1000005560,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005562,IB1000005562,Edited Name,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005565,IB1000005565,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005567,IB1000005567,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005569,IB1000005569,meran2,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005571,IB1000005571,City,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005575,IB1000005575,Liverpool,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005580,IB1000005580,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005581,IB1000005581,Mioshereten,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005582,IB1000005582,South,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005584,IB1000005584,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005586,IB1000005586,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005588,IB1000005588,Mohamehhd,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005592,IB1000005592,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005593,IB1000005593,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005594,IB1000005594,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005596,IB1000005596,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005598,IB1000005598,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005600,IB1000005600,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005602,IB1000005602,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005606,IB1000005606,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005607,IB1000005607,meran12,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005609,IB1000005609,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005610,IB1000005610,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005611,IB1000005611,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005612,IB1000005612,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005613,IB1000005613,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005614,IB1000005614,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005616,IB1000005616,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005618,IB1000005618,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005621,IB1000005621,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005624,IB1000005624,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005626,IB1000005626,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005629,IB1000005629,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005630,IB1000005630,MAiaioshereele,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005632,IB1000005632,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005633,IB1000005633,Sarah,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005634,IB1000005634,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005636,IB1000005636,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005640,IB1000005640,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005643,IB1000005643,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005645,IB1000005645,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005648,IB1000005648,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005651,IB1000005651,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005652,IB1000005652,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005653,IB1000005653,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005655,IB1000005655,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005659,IB1000005659,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005661,IB1000005661,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005664,IB1000005664,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005665,IB1000005665,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005668,IB1000005668,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005669,IB1000005669,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005670,IB1000005670,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005671,IB1000005671,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005675,IB1000005675,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005676,IB1000005676,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005677,IB1000005677,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005680,IB1000005680,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005681,IB1000005681,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005682,IB1000005682,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005683,IB1000005683,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005687,IB1000005687,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005688,IB1000005688,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005690,IB1000005690,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005697,IB1000005697,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005784,IB1000005784,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005795,IB1000005795,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005796,IB1000005796,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005799,IB1000005799,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005804,IB1000005804,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005806,IB1000005806,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005810,IB1000005810,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005812,IB1000005812,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005814,IB1000005814,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005816,IB1000005816,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005817,IB1000005817,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005819,IB1000005819,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005823,IB1000005823,Double,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005824,IB1000005824,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005825,IB1000005825,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005827,IB1000005827,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005829,IB1000005829,farah,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005834,IB1000005834,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005835,IB1000005835,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005836,IB1000005836,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005838,IB1000005838,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005842,IB1000005842,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005844,IB1000005844,mostafa,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005847,IB1000005847,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005848,IB1000005848,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005850,IB1000005850,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005852,IB1000005852,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005854,IB1000005854,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005855,IB1000005855,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005856,IB1000005856,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005857,IB1000005857,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005858,IB1000005858,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005859,IB1000005859,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005860,IB1000005860,Ussopp,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005861,IB1000005861,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005863,IB1000005863,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005864,IB1000005864,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005866,IB1000005866,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005868,IB1000005868,Suarez,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005869,IB1000005869,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005877,IB1000005877,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005880,IB1000005880,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005882,IB1000005882,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005883,IB1000005883,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005884,IB1000005884,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005885,IB1000005885,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005907,IB1000005907,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005918,IB1000005918,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005931,IB1000005931,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005934,IB1000005934,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005940,IB1000005940,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005948,IB1000005948,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005949,IB1000005949,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005951,IB1000005951,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005953,IB1000005953,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005954,IB1000005954,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005955,IB1000005955,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005960,IB1000005960,Auto,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005961,IB1000005961,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005963,IB1000005963,Smile,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005965,IB1000005965,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005967,IB1000005967,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005970,IB1000005970,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005971,IB1000005971,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005972,IB1000005972,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005973,IB1000005973,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005977,IB1000005977,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005978,IB1000005978,Mahmoud,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005979,IB1000005979,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005980,IB1000005980,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005983,IB1000005983,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005991,IB1000005991,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005992,IB1000005992,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005993,IB1000005993,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005995,IB1000005995,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005996,IB1000005996,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005997,IB1000005997,Accept,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005998,IB1000005998,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000005999,IB1000005999,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006001,IB1000006001,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006002,IB1000006002,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006003,IB1000006003,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006004,IB1000006004,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006007,IB1000006007,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006009,IB1000006009,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006010,IB1000006010,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006011,IB1000006011,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006012,IB1000006012,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006016,IB1000006016,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006017,IB1000006017,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006018,IB1000006018,Plus,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006020,IB1000006020,Ibrahim,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006023,IB1000006023,Minus,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006024,IB1000006024,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006025,IB1000006025,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006030,IB1000006030,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006033,IB1000006033,New,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006035,IB1000006035,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000006036,IB1000006036,Mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
