"Arrangement","Account","CURRENCY","Start date","Maturity Date","Description","Customer #","Customer Name","Customer Role","Balance","Status"
"AA2230397B6V","100000057414","EGP","30 OCT 2022","30 OCT 2025","3 Years CD - Upfront interest","1000000961","Karim Mohamed","Beneficial Owner","6,100.00","Current"
"AA22303YFG3K","100000057422","EGP","30 OCT 2022","30 OCT 2027","5 Years CD - Interest Annually","1000000961","Karim Mohamed","Beneficial Owner","4,900.00","Current"
"AA22303RLJLW","100000057449","EGP","30 OCT 2022","30 OCT 2027","5 Years CD - Interest Monthly","1000000077","TEST TEST 15","Beneficial Owner","5,700.00","Current"
"AA223030GYX8","100000057457","EGP","30 OCT 2022","30 OCT 2027","5 Years CD - Interest Quarterly","1000000077","TEST TEST 15","Beneficial Owner","8,000.00","Current"
"AA22303KSM0L","100000057465","EGP","30 OCT 2022","30 OCT 2027","5 Years CD - Interest Semi-annually","1000000077","TEST TEST 15","Beneficial Owner","5,000.00","Current"
"AA22303YN7M5","100000057473","EGP","30 OCT 2022","30 OCT 2027","5 Years CD - Interest at Renewal","1000000077","TEST TEST 15","Beneficial Owner","5,200.00","Current"
"AA223033Q7J8","100000057481","EGP","30 OCT 2022","30 OCT 2027","5 Years CD - Upfront interest","1000000077","TEST TEST 15","Beneficial Owner","5,570.00","Current"
"AA22312Y90ZJ","100000061117","EGP","08 NOV 2022","08 NOV 2025","3 Years CD - Interest Annually","1000001492","Deposits Walkthrough Customer","Beneficial Owner","50,000.00","Current"
"AA22317V8GFG","100000062094","EGP","13 NOV 2022","13 NOV 2027","5 Years CD - Interest Monthly","1000001586","TEST LENDING 12 TEST LENDING 12","Beneficial Owner","400,000.00","Current"
"AA22320JYXSL","100000063497","EGP","16 NOV 2022","16 NOV 2025","3 Years CD - Interest Monthly","1000000005","Test005 تيست عربي","Beneficial Owner","5,000.00","Current"
"AA22325N66VG","100000065409","EGP","21 NOV 2022","21 NOV 2025","3 Years CD - Interest Monthly","1000001641","TEST145","Beneficial Owner","40,000.00","Current"
"AA22326HPN69","100000070917","EGP","22 NOV 2022","23 NOV 2025","3 Years CD - Interest Annually","1200008680","New Test ابراهيم أسامة","Beneficial Owner","10,000.00","Current"
"AA22332C2B8N","100000076036","EGP","28 NOV 2022","28 NOV 2027","5 Years CD - Upfront interest","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA22332SFXG0","100000076052","EGP","28 NOV 2022","28 NOV 2025","3 Years CD - Upfront interest","1200008032","Ahmed Hesham Abd Elhakam Zaghloul احمد هشام عبد الحكم زغلول","Beneficial Owner","5,000.00","Current"
"AA22332YR0T9","100000076192","EGP","28 NOV 2022","28 NOV 2027","5 Years CD - Upfront interest","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA223329TL9D","100000076222","EGP","28 NOV 2022","28 NOV 2027","5 Years CD - Upfront interest","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,555.00","Current"
"AA22332C238Q","100000076249","EGP","28 NOV 2022","28 NOV 2027","3 Years CD - Interest Monthly","1352268922","Michale Morar","Beneficial Owner","5,000.00","Current"
"AA22332XM3GK","100000076257","EGP","28 NOV 2022","28 NOV 2027","5 Years CD - Interest Monthly","1352268922","Michale Morar","Beneficial Owner","5,000.00","Current"
"AA22332R4MH0","100000076273","EGP","28 NOV 2022","28 NOV 2027","5 Years CD - Interest Monthly","1357100121","Sharee Padberg","Beneficial Owner","5,000.00","Current"
"AA223329J30M","100000076297","EGP","28 NOV 2022","28 NOV 2027","5 Years CD - Interest Monthly","1372178625","Shana Toy","Beneficial Owner","5,000.00","Current"
"AA22332TV7N2","100000076443","EGP","28 NOV 2022","28 NOV 2027","5 Years CD - Interest Monthly","1358239214","Bo Carter","Beneficial Owner","5,000.00","Current"
"AA22332Y6HRR","100000076451","EGP","28 NOV 2022","28 NOV 2027","5 Years CD - Interest Monthly","1358239214","Bo Carter","Beneficial Owner","5,000.00","Current"
"AA223330RGHJ","100000076583","EGP","29 NOV 2022","29 NOV 2027","5 Years CD - Upfront interest","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,555.00","Current"
"AA22335B0Q3T","100000076688","EGP","01 DEC 2022","01 DEC 2027","5 Years CD - Upfront interest","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,555.00","Current"
"AA223352J0B8","100000076737","EGP","01 DEC 2022","01 DEC 2025","3 Years CD - Upfront interest","1363377770","Lino Becker","Beneficial Owner","5,000.00","Current"
"AA22335LT3W3","100000076796","EGP","01 DEC 2022","01 DEC 2025","3 Years CD - Upfront interest","1363377771","Lino Becker","Beneficial Owner","5,000.00","Current"
"AA223354474J","100000077075","EGP","01 DEC 2022","01 DEC 2025","3 Years CD - Upfront interest","1363377775","Lino Becker","Beneficial Owner","1,000.00","Current"
"AA22335GWG6W","100000077121","EGP","01 DEC 2022","01 DEC 2025","3 Years CD - Upfront interest","1363377776","Lino Becker","Beneficial Owner","5,000.00","Current"
"AA2233592212","100000077229","EGP","01 DEC 2022","01 DEC 2025","3 Years CD - Upfront interest","1363377778","Lino Becker","Beneficial Owner","5,000.00","Current"
"AA2233578Q7V","100000077598","EGP","01 DEC 2022","01 DEC 2025","3 Years CD - Interest Annually","1000000663","ABDEL HAMID","Beneficial Owner","4,000,000.00","Current"
"AA223394H5X7","100000077709","EGP","05 DEC 2022","05 DEC 2025","3 Years CD - Upfront interest","1200008930","Ibrahim Disouki Ewies Mekkawy ابراهيم دسوقي عويس","Beneficial Owner","5,000.00","Current"
"AA223403JXLL","100000077927","EGP","06 DEC 2022","06 DEC 2025","3 Years CD - Upfront interest","1000001688","Test Customer Full Name","Beneficial Owner","5,000.00","Current"
"AA22340NX7YM","100000078055","EGP","06 DEC 2022","07 DEC 2025","3 Years CD - Interest Monthly","1000001691","Menna Elalfy","Beneficial Owner","5,000.00","Current"
"AA22340M8SJZ","100000078152","EGP","06 DEC 2022","06 DEC 2025","3 Years CD - Upfront interest","1000001694","Amr Wael Mahmoud","Beneficial Owner","5,000.00","Current"
"AA22341FRSQV","100000078567","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341QR2D3","100000078586","EGP","07 DEC 2022","07 DEC 2027","5 Years CD - Interest Monthly","1000000307","staffAPIs staffAPIs","Beneficial Owner","2,000.00","Current"
"AA22341PTS8C","100000078608","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA22341P3GHC","100000078616","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest at Renewal","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA22341DT0WR","100000078632","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA22341F16GZ","100000078648","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA2234168XFW","100000078659","EGP","07 DEC 2022","07 DEC 2027","5 Years CD - Interest Monthly","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA223412VWBC","100000078667","EGP","07 DEC 2022","07 DEC 2027","5 Years CD - Interest Annually","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA223411BR5V","100000078675","EGP","07 DEC 2022","07 DEC 2027","5 Years CD - Interest at Renewal","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA22341DM805","100000078683","EGP","07 DEC 2022","07 DEC 2027","5 Years CD - Interest Quarterly","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA223417YR68","100000078691","EGP","07 DEC 2022","07 DEC 2027","5 Years CD - Interest Semi-annually","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA22341VZH1B","100000078705","EGP","07 DEC 2022","07 DEC 2027","5 Years CD - Upfront interest","1000000307","staffAPIs staffAPIs","Beneficial Owner","5,000.00","Current"
"AA22341K72RK","100000079396","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341Z571H","100000079407","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341X3TWJ","100000079418","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341P4MZ1","100000079426","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341M3CF9","100000079434","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA2234152BW9","100000079442","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341K7BWC","100000079458","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341BX3JF","100000080157","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341VND4S","100000080165","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223417BXPC","100000080173","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341YJ6F3","100000080181","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223413VCC6","100000080197","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223419HM9H","100000080203","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341WJPFK","100000080211","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341D34NF","100000080227","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341N3DHG","100000080238","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223410LMKH","100000080246","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","2,000.00","Current"
"AA2234147YWN","100000080254","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223418ZPPN","100000080262","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA2234100JKJ","100000080278","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341NNN48","100000080289","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223411P779","100000080297","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341LKJSY","100000080308","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341XS797","100000080319","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341Z818Q","100000080327","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA2234108PFM","100000080335","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA2234141BZK","100000080343","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Upfront interest","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341WGSLL","100000080351","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341N016H","100000080367","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341KF1RS","100000080378","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341R96HQ","100000080386","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341XCWT8","100000080394","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223413Y5LP","100000080408","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341YT486","100000080416","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341560C9","100000080424","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341Y10YX","100000080432","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341BXVDC","100000080448","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341VGNFD","100000080459","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA2234125PJT","100000080467","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341JHDF1","100000080475","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223412X4M8","100000080483","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341NG23S","100000080491","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341C5B1M","100000080505","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341F1VRZ","100000080513","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA2234191K3T","100000080521","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA2234178MYC","100000080537","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341QQW2J","100000080548","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Quarterly","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223417KYM7","100000080556","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341LWX4B","100000080564","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341SCSKC","100000080572","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341QD127","100000080588","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341XHTZ3","100000080599","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA2234123HDH","100000080602","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341TPG7D","100000080618","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341ZN0CQ","100000080629","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223419LJ2T","100000080637","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341QR0JK","100000080645","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341K10P5","100000080653","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341L2R4K","100000080661","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223419FTMB","100000080677","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341SW6Z7","100000080688","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341Y8FGP","100000080696","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223415R46G","100000080707","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341MQTKY","100000080718","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341NLDHD","100000080726","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341MYYB0","100000080734","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341MD3JW","100000080742","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Semi-annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341NSYDV","100000080769","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223419NV09","100000080777","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341LCNNP","100000080785","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341J3B9Q","100000080793","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341QLR1P","100000080807","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341GD9TT","100000080815","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA2234123RV3","100000080823","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341VM2P8","100000080831","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341QXCSJ","100000080847","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341MYDJ4","100000080858","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341ZCJ5C","100000080866","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341ZCG9G","100000080874","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341J6J7S","100000080882","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223411GNKC","100000080898","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223413LM17","100000080904","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA223417BL6X","100000080912","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341VC4H1","100000080928","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
"AA22341DX6JN","100000080939","EGP","07 DEC 2022","07 DEC 2025","3 Years CD - Interest Annually","1200007693","Amr Wael Mahmoud Anis Alnaghea عمرو وائل محمود انيس الناغى","Beneficial Owner","5,000.00","Current"
